date,month,equipment,department,total_units,units_in_use,utilization_rate,maintenance_flag
2026-02-10,2,Infusion Pump,Orthopedics,8,6,80.2,0
2026-02-10,2,Infusion Pump,Cardiology,8,6,82.3,0
2026-02-10,2,Defibrillator,Cardiology,2,0,36.8,0
2026-02-10,2,Defibrillator,Orthopedics,2,0,40.1,0
2026-02-10,2,Defibrillator,ICU,2,0,45.3,0
2026-02-10,2,Defibrillator,Oncology,2,0,41.1,0
2026-02-10,2,Ultrasound,Oncology,1,0,55.9,0
2026-02-10,2,Ultrasound,Cardiology,1,0,75.0,0
2026-02-10,2,Ultrasound,Maternity,1,0,63.0,0
2026-02-10,2,Pulse Oximeter,Pediatrics,10,6,65.3,0
2026-02-10,2,Pulse Oximeter,Oncology,10,8,80.6,0
2026-02-10,2,Pulse Oximeter,Emergency,10,7,77.9,1
2026-02-10,2,Pulse Oximeter,ICU,10,7,78.8,0
2026-02-11,2,Ventilator,Orthopedics,3,2,67.3,0
2026-02-11,2,Ventilator,Surgery,3,2,72.4,0
2026-02-11,2,Ventilator,ICU,3,2,76.0,0
2026-02-11,2,Ventilator,Oncology,3,1,58.9,0
2026-02-11,2,ECG Monitor,Emergency,5,3,65.3,0
2026-02-11,2,ECG Monitor,Maternity,5,3,68.3,0
2026-02-11,2,ECG Monitor,General,5,3,64.8,0
2026-02-11,2,ECG Monitor,Neurology,5,4,85.7,0
2026-02-11,2,ECG Monitor,Cardiology,5,3,67.0,0
2026-02-11,2,ECG Monitor,Orthopedics,5,2,50.7,0
2026-02-11,2,Infusion Pump,Orthopedics,8,5,74.8,0
2026-02-11,2,Infusion Pump,Neurology,8,7,93.4,0
2026-02-11,2,Infusion Pump,Emergency,8,5,70.5,0
2026-02-11,2,Infusion Pump,Oncology,8,6,79.0,0
2026-02-11,2,Infusion Pump,ICU,8,5,69.2,0
2026-02-11,2,Defibrillator,ICU,2,0,42.0,0
2026-02-11,2,Defibrillator,General,2,0,43.3,0
2026-02-11,2,Defibrillator,Cardiology,2,0,45.8,0
2026-02-11,2,Ultrasound,Emergency,1,0,57.1,0
2026-02-11,2,Ultrasound,General,1,0,68.1,0
2026-02-11,2,Ultrasound,Oncology,1,0,56.2,0
2026-02-11,2,Pulse Oximeter,Maternity,10,7,75.7,0
2026-02-11,2,Pulse Oximeter,Oncology,10,8,85.9,0
2026-02-11,2,Pulse Oximeter,ICU,10,7,76.6,0
2026-02-11,2,Pulse Oximeter,Orthopedics,10,6,68.9,0
2026-02-12,2,Ventilator,Maternity,3,2,71.5,0
2026-02-12,2,Ventilator,Cardiology,3,1,60.8,0
2026-02-12,2,Ventilator,Neurology,3,2,79.9,0
2026-02-12,2,Ventilator,Surgery,3,1,61.2,0
2026-02-12,2,ECG Monitor,Cardiology,5,3,71.4,0
2026-02-12,2,ECG Monitor,Pediatrics,5,2,56.0,0
2026-02-12,2,ECG Monitor,Emergency,5,3,66.0,0
2026-02-12,2,Infusion Pump,Oncology,8,7,88.5,0
2026-02-12,2,Infusion Pump,Neurology,8,6,76.5,0
2026-02-12,2,Infusion Pump,General,8,6,78.5,0
2026-02-12,2,Infusion Pump,Cardiology,8,5,63.0,0
2026-02-12,2,Defibrillator,Neurology,2,0,36.8,0
2026-02-12,2,Defibrillator,ICU,2,0,37.8,0
2026-02-12,2,Defibrillator,Pediatrics,2,0,42.7,0
2026-02-12,2,Defibrillator,Oncology,2,0,40.1,0
2026-02-12,2,Defibrillator,Emergency,2,1,53.5,0
2026-02-12,2,Defibrillator,General,2,0,36.0,1
2026-02-12,2,Ultrasound,Orthopedics,1,0,62.1,0
2026-02-12,2,Ultrasound,Surgery,1,0,58.6,0
2026-02-12,2,Ultrasound,ICU,1,0,56.9,0
2026-02-12,2,Ultrasound,Pediatrics,1,0,68.1,0
2026-02-12,2,Ultrasound,Emergency,1,0,62.7,0
2026-02-12,2,Pulse Oximeter,Pediatrics,10,7,72.7,0
2026-02-12,2,Pulse Oximeter,Surgery,10,8,85.1,0
2026-02-12,2,Pulse Oximeter,Oncology,10,7,76.6,0
2026-02-13,2,Ventilator,Pediatrics,3,1,64.2,0
2026-02-13,2,Ventilator,ICU,3,2,69.4,0
2026-02-13,2,Ventilator,Emergency,3,2,69.8,0
2026-02-13,2,Ventilator,Maternity,3,2,69.3,0
2026-02-13,2,Ventilator,Surgery,3,1,60.2,0
2026-02-13,2,ECG Monitor,Emergency,5,2,57.2,0
2026-02-13,2,ECG Monitor,Cardiology,5,3,64.8,0
2026-02-13,2,ECG Monitor,Pediatrics,5,4,82.5,0
2026-02-13,2,ECG Monitor,Neurology,5,3,63.5,0
2026-02-13,2,ECG Monitor,General,5,2,53.6,0
2026-02-13,2,Infusion Pump,Pediatrics,8,6,76.1,0
2026-02-13,2,Infusion Pump,Emergency,8,6,82.6,0
2026-02-13,2,Infusion Pump,Orthopedics,8,5,72.2,0
2026-02-13,2,Infusion Pump,Neurology,8,5,73.2,0
2026-02-13,2,Infusion Pump,ICU,8,5,75.0,0
2026-02-13,2,Infusion Pump,Cardiology,8,7,92.0,0
2026-02-13,2,Defibrillator,Oncology,2,0,33.2,0
2026-02-13,2,Defibrillator,Neurology,2,0,45.5,0
2026-02-13,2,Defibrillator,Emergency,2,0,49.8,0
2026-02-13,2,Defibrillator,Surgery,2,0,32.2,0
2026-02-13,2,Defibrillator,Pediatrics,2,0,38.3,0
2026-02-13,2,Defibrillator,Orthopedics,2,0,35.1,0
2026-02-13,2,Ultrasound,Emergency,1,0,67.0,0
2026-02-13,2,Ultrasound,ICU,1,0,53.6,0
2026-02-13,2,Ultrasound,Orthopedics,1,0,59.2,0
2026-02-13,2,Ultrasound,Oncology,1,0,63.3,0
2026-02-13,2,Ultrasound,Neurology,1,0,62.0,0
2026-02-13,2,Ultrasound,Maternity,1,0,58.5,0
2026-02-13,2,Pulse Oximeter,Orthopedics,10,6,67.1,0
2026-02-13,2,Pulse Oximeter,Emergency,10,8,81.5,0
2026-02-13,2,Pulse Oximeter,Maternity,10,8,87.1,0
2026-02-13,2,Pulse Oximeter,Pediatrics,10,8,80.1,0
2026-02-14,2,Ventilator,Oncology,3,2,70.6,0
2026-02-14,2,Ventilator,Emergency,3,2,76.7,0
2026-02-14,2,Ventilator,Orthopedics,3,2,76.8,0
2026-02-14,2,Ventilator,Maternity,3,2,69.0,1
2026-02-14,2,Ventilator,ICU,3,1,64.0,0
2026-02-14,2,Ventilator,Neurology,3,2,78.4,0
2026-02-14,2,ECG Monitor,ICU,5,3,69.6,0
2026-02-14,2,ECG Monitor,Pediatrics,5,3,75.0,0
2026-02-14,2,ECG Monitor,Oncology,5,3,70.4,0
2026-02-14,2,ECG Monitor,Emergency,5,3,71.7,0
2026-02-14,2,Infusion Pump,Maternity,8,6,80.2,0
2026-02-14,2,Infusion Pump,Surgery,8,6,75.3,0
2026-02-14,2,Infusion Pump,General,8,6,76.6,0
2026-02-14,2,Defibrillator,Emergency,2,0,41.9,0
2026-02-14,2,Defibrillator,Cardiology,2,0,44.3,0
2026-02-14,2,Defibrillator,Maternity,2,1,58.0,0
2026-02-14,2,Ultrasound,Neurology,1,0,73.1,0
2026-02-14,2,Ultrasound,Orthopedics,1,0,58.0,0
2026-02-14,2,Ultrasound,Cardiology,1,0,70.7,0
2026-02-14,2,Pulse Oximeter,Pediatrics,10,6,63.3,0
2026-02-14,2,Pulse Oximeter,Maternity,10,8,81.7,0
2026-02-14,2,Pulse Oximeter,Neurology,10,7,78.6,1
2026-02-14,2,Pulse Oximeter,General,10,6,68.4,0
2026-02-14,2,Pulse Oximeter,Emergency,10,8,81.9,0
2026-02-15,2,Ventilator,ICU,3,2,75.7,0
2026-02-15,2,Ventilator,Maternity,3,1,53.4,0
2026-02-15,2,Ventilator,Neurology,3,2,67.8,0
2026-02-15,2,Ventilator,Orthopedics,3,1,64.6,0
2026-02-15,2,Ventilator,General,3,1,58.3,0
2026-02-15,2,Ventilator,Emergency,3,2,69.2,0
2026-02-15,2,ECG Monitor,Orthopedics,5,3,61.6,0
2026-02-15,2,ECG Monitor,General,5,2,55.9,0
2026-02-15,2,ECG Monitor,Surgery,5,3,64.3,0
2026-02-15,2,ECG Monitor,Neurology,5,3,77.5,0
2026-02-15,2,ECG Monitor,Pediatrics,5,3,65.0,0
2026-02-15,2,Infusion Pump,Maternity,8,6,83.3,0
2026-02-15,2,Infusion Pump,Pediatrics,8,6,78.2,0
2026-02-15,2,Infusion Pump,ICU,8,6,84.9,0
2026-02-15,2,Infusion Pump,Neurology,8,7,88.6,0
2026-02-15,2,Infusion Pump,Orthopedics,8,6,79.5,0
2026-02-15,2,Infusion Pump,General,8,7,87.6,0
2026-02-15,2,Defibrillator,Neurology,2,0,45.7,0
2026-02-15,2,Defibrillator,Emergency,2,0,37.1,0
2026-02-15,2,Defibrillator,Surgery,2,0,26.9,0
2026-02-15,2,Defibrillator,Orthopedics,2,0,38.0,0
2026-02-15,2,Defibrillator,Maternity,2,0,32.9,0
2026-02-15,2,Ultrasound,Emergency,1,0,61.7,0
2026-02-15,2,Ultrasound,ICU,1,0,53.9,0
2026-02-15,2,Ultrasound,Orthopedics,1,0,53.2,0
2026-02-15,2,Pulse Oximeter,Cardiology,10,7,77.6,0
2026-02-15,2,Pulse Oximeter,Surgery,10,7,76.0,0
2026-02-15,2,Pulse Oximeter,General,10,6,68.1,0
2026-02-15,2,Pulse Oximeter,Emergency,10,7,72.5,0
2026-02-15,2,Pulse Oximeter,Orthopedics,10,7,72.5,0
2026-02-15,2,Pulse Oximeter,Maternity,10,7,73.7,0
2026-02-16,2,Ventilator,Orthopedics,3,2,77.3,1
2026-02-16,2,Ventilator,Cardiology,3,1,58.6,0
2026-02-16,2,Ventilator,Oncology,3,1,66.3,0
2026-02-16,2,Ventilator,Maternity,3,1,63.1,0
2026-02-16,2,Ventilator,Surgery,3,2,74.3,1
2026-02-16,2,ECG Monitor,ICU,5,3,60.2,0
2026-02-16,2,ECG Monitor,Surgery,5,3,75.8,0
2026-02-16,2,ECG Monitor,Orthopedics,5,3,61.2,0
2026-02-16,2,ECG Monitor,Cardiology,5,3,67.0,0
2026-02-16,2,Infusion Pump,Emergency,8,6,78.1,0
2026-02-16,2,Infusion Pump,Oncology,8,5,73.4,0
2026-02-16,2,Infusion Pump,Pediatrics,8,5,73.9,0
2026-02-16,2,Defibrillator,General,2,0,41.9,0
2026-02-16,2,Defibrillator,Oncology,2,0,37.3,0
2026-02-16,2,Defibrillator,Orthopedics,2,0,47.2,0
2026-02-16,2,Ultrasound,Surgery,1,0,52.2,0
2026-02-16,2,Ultrasound,Pediatrics,1,0,62.6,0
2026-02-16,2,Ultrasound,ICU,1,0,60.2,0
2026-02-16,2,Ultrasound,Oncology,1,0,63.2,0
2026-02-16,2,Pulse Oximeter,Neurology,10,7,73.6,0
2026-02-16,2,Pulse Oximeter,Oncology,10,7,79.0,0
2026-02-16,2,Pulse Oximeter,Maternity,10,8,80.8,0
2026-02-17,2,Ventilator,Maternity,3,2,76.6,0
2026-02-17,2,Ventilator,Cardiology,3,2,81.8,0
2026-02-17,2,Ventilator,ICU,3,1,62.4,0
2026-02-17,2,Ventilator,Orthopedics,3,2,73.8,0
2026-02-17,2,Ventilator,Pediatrics,3,1,66.5,0
2026-02-17,2,ECG Monitor,ICU,5,2,58.5,0
2026-02-17,2,ECG Monitor,General,5,3,67.3,0
2026-02-17,2,ECG Monitor,Cardiology,5,3,68.1,0
2026-02-17,2,ECG Monitor,Emergency,5,2,56.3,0
2026-02-17,2,Infusion Pump,Pediatrics,8,5,74.9,0
2026-02-17,2,Infusion Pump,General,8,6,82.1,0
2026-02-17,2,Infusion Pump,Surgery,8,7,88.1,0
2026-02-17,2,Defibrillator,ICU,2,0,47.7,0
2026-02-17,2,Defibrillator,Orthopedics,2,0,39.5,0
2026-02-17,2,Defibrillator,General,2,0,36.9,0
2026-02-17,2,Defibrillator,Cardiology,2,0,33.2,0
2026-02-17,2,Defibrillator,Emergency,2,0,45.8,0
2026-02-17,2,Ultrasound,Pediatrics,1,0,64.9,0
2026-02-17,2,Ultrasound,ICU,1,0,57.7,0
2026-02-17,2,Ultrasound,Surgery,1,0,67.7,0
2026-02-17,2,Ultrasound,Emergency,1,0,57.7,0
2026-02-17,2,Ultrasound,Orthopedics,1,0,58.1,0
2026-02-17,2,Ultrasound,Cardiology,1,0,63.9,0
2026-02-17,2,Pulse Oximeter,Emergency,10,7,76.8,0
2026-02-17,2,Pulse Oximeter,Cardiology,10,7,77.7,0
2026-02-17,2,Pulse Oximeter,Oncology,10,6,61.5,0
2026-02-17,2,Pulse Oximeter,Neurology,10,7,72.6,0
2026-02-17,2,Pulse Oximeter,Orthopedics,10,7,77.3,0
2026-02-17,2,Pulse Oximeter,Surgery,10,7,71.1,0
2026-02-18,2,Ventilator,ICU,3,2,75.4,0
2026-02-18,2,Ventilator,Pediatrics,3,2,81.3,0
2026-02-18,2,Ventilator,Oncology,3,1,60.8,0
2026-02-18,2,Ventilator,Maternity,3,1,61.1,0
2026-02-18,2,Ventilator,Surgery,3,1,64.5,0
2026-02-18,2,ECG Monitor,ICU,5,3,76.6,0
2026-02-18,2,ECG Monitor,Surgery,5,4,82.1,0
2026-02-18,2,ECG Monitor,Orthopedics,5,3,62.6,0
2026-02-18,2,Infusion Pump,Pediatrics,8,5,74.2,0
2026-02-18,2,Infusion Pump,Emergency,8,5,66.0,0
2026-02-18,2,Infusion Pump,Oncology,8,6,83.4,0
2026-02-18,2,Infusion Pump,ICU,8,6,82.9,0
2026-02-18,2,Infusion Pump,Cardiology,8,6,85.9,0
2026-02-18,2,Infusion Pump,General,8,6,82.9,0
2026-02-18,2,Defibrillator,Emergency,2,0,34.6,0
2026-02-18,2,Defibrillator,Pediatrics,2,1,52.8,0
2026-02-18,2,Defibrillator,Orthopedics,2,0,41.9,0
2026-02-18,2,Defibrillator,General,2,0,41.4,0
2026-02-18,2,Defibrillator,Maternity,2,0,33.5,0
2026-02-18,2,Defibrillator,Neurology,2,0,46.8,0
2026-02-18,2,Ultrasound,Pediatrics,1,0,50.4,0
2026-02-18,2,Ultrasound,Maternity,1,0,64.0,0
2026-02-18,2,Ultrasound,Emergency,1,0,55.8,0
2026-02-18,2,Ultrasound,Surgery,1,0,69.8,0
2026-02-18,2,Ultrasound,Oncology,1,0,55.7,0
2026-02-18,2,Ultrasound,Neurology,1,0,70.9,0
2026-02-18,2,Pulse Oximeter,Pediatrics,10,7,74.5,0
2026-02-18,2,Pulse Oximeter,Surgery,10,7,75.1,0
2026-02-18,2,Pulse Oximeter,Maternity,10,7,78.1,0
2026-02-19,2,Ventilator,Surgery,3,1,59.8,0
2026-02-19,2,Ventilator,General,3,2,75.3,1
2026-02-19,2,Ventilator,Neurology,3,2,77.5,0
2026-02-19,2,ECG Monitor,Neurology,5,3,70.3,0
2026-02-19,2,ECG Monitor,Pediatrics,5,3,63.5,0
2026-02-19,2,ECG Monitor,Orthopedics,5,3,77.7,0
2026-02-19,2,ECG Monitor,ICU,5,3,66.5,0
2026-02-19,2,Infusion Pump,Emergency,8,6,76.1,0
2026-02-19,2,Infusion Pump,Maternity,8,5,71.6,0
2026-02-19,2,Infusion Pump,Oncology,8,6,77.2,0
2026-02-19,2,Infusion Pump,Neurology,8,6,80.6,0
2026-02-19,2,Infusion Pump,General,8,6,78.7,1
2026-02-19,2,Defibrillator,Surgery,2,0,40.4,0
2026-02-19,2,Defibrillator,Emergency,2,0,45.3,0
2026-02-19,2,Defibrillator,Oncology,2,0,30.6,0
2026-02-19,2,Defibrillator,Pediatrics,2,0,41.7,1
2026-02-19,2,Defibrillator,Neurology,2,0,33.9,0
2026-02-19,2,Defibrillator,Orthopedics,2,1,51.0,0
2026-02-19,2,Ultrasound,Emergency,1,0,70.2,0
2026-02-19,2,Ultrasound,Oncology,1,0,55.6,0
2026-02-19,2,Ultrasound,ICU,1,0,45.2,0
2026-02-19,2,Pulse Oximeter,Orthopedics,10,7,77.8,0
2026-02-19,2,Pulse Oximeter,General,10,7,74.0,0
2026-02-19,2,Pulse Oximeter,Oncology,10,6,62.0,0
2026-02-20,2,Ventilator,Emergency,3,1,59.9,0
2026-02-20,2,Ventilator,Oncology,3,1,62.5,0
2026-02-20,2,Ventilator,Orthopedics,3,1,64.8,0
2026-02-20,2,Ventilator,Pediatrics,3,2,69.0,0
2026-02-20,2,ECG Monitor,Pediatrics,5,2,51.2,0
2026-02-20,2,ECG Monitor,General,5,2,52.8,0
2026-02-20,2,ECG Monitor,Oncology,5,2,59.9,0
2026-02-20,2,ECG Monitor,Cardiology,5,3,68.1,1
2026-02-20,2,Infusion Pump,Oncology,8,6,75.3,0
2026-02-20,2,Infusion Pump,Cardiology,8,6,76.7,0
2026-02-20,2,Infusion Pump,Neurology,8,6,75.2,0
2026-02-20,2,Infusion Pump,Pediatrics,8,6,82.9,0
2026-02-20,2,Defibrillator,Cardiology,2,0,31.1,0
2026-02-20,2,Defibrillator,Orthopedics,2,0,50.0,0
2026-02-20,2,Defibrillator,General,2,0,36.5,0
2026-02-20,2,Defibrillator,Oncology,2,0,37.2,1
2026-02-20,2,Ultrasound,Emergency,1,0,56.3,0
2026-02-20,2,Ultrasound,Surgery,1,0,60.4,0
2026-02-20,2,Ultrasound,Neurology,1,0,50.4,0
2026-02-20,2,Ultrasound,Maternity,1,0,64.6,0
2026-02-20,2,Pulse Oximeter,General,10,7,70.5,0
2026-02-20,2,Pulse Oximeter,Pediatrics,10,6,68.5,0
2026-02-20,2,Pulse Oximeter,Maternity,10,6,67.9,1
2026-02-20,2,Pulse Oximeter,Cardiology,10,7,78.1,0
2026-02-20,2,Pulse Oximeter,Emergency,10,7,79.5,1
2026-02-21,2,Ventilator,Orthopedics,3,1,63.9,0
2026-02-21,2,Ventilator,ICU,3,1,61.1,0
2026-02-21,2,Ventilator,Surgery,3,2,70.8,0
2026-02-21,2,ECG Monitor,Orthopedics,5,3,67.5,0
2026-02-21,2,ECG Monitor,Pediatrics,5,2,59.9,1
2026-02-21,2,ECG Monitor,Neurology,5,3,67.0,0
2026-02-21,2,Infusion Pump,Maternity,8,6,86.0,0
2026-02-21,2,Infusion Pump,Surgery,8,6,75.6,0
2026-02-21,2,Infusion Pump,ICU,8,7,89.6,0
2026-02-21,2,Defibrillator,Maternity,2,0,29.2,0
2026-02-21,2,Defibrillator,Emergency,2,0,43.1,0
2026-02-21,2,Defibrillator,Neurology,2,0,42.4,0
2026-02-21,2,Defibrillator,General,2,0,39.7,0
2026-02-21,2,Defibrillator,Surgery,2,0,42.3,0
2026-02-21,2,Ultrasound,Emergency,1,0,57.9,0
2026-02-21,2,Ultrasound,Orthopedics,1,0,63.1,0
2026-02-21,2,Ultrasound,Neurology,1,0,60.5,0
2026-02-21,2,Ultrasound,Oncology,1,0,50.0,0
2026-02-21,2,Ultrasound,ICU,1,0,51.0,0
2026-02-21,2,Pulse Oximeter,Surgery,10,8,80.5,0
2026-02-21,2,Pulse Oximeter,General,10,8,81.5,0
2026-02-21,2,Pulse Oximeter,Orthopedics,10,7,73.9,0
2026-02-21,2,Pulse Oximeter,Emergency,10,7,79.7,0
2026-02-21,2,Pulse Oximeter,Pediatrics,10,8,85.0,1
2026-02-22,2,Ventilator,Emergency,3,2,69.8,0
2026-02-22,2,Ventilator,Surgery,3,2,75.8,0
2026-02-22,2,Ventilator,ICU,3,2,81.6,0
2026-02-22,2,Ventilator,Orthopedics,3,2,72.9,0
2026-02-22,2,ECG Monitor,Emergency,5,2,53.6,0
2026-02-22,2,ECG Monitor,Orthopedics,5,2,54.6,0
2026-02-22,2,ECG Monitor,Oncology,5,3,72.8,0
2026-02-22,2,Infusion Pump,Cardiology,8,6,87.4,0
2026-02-22,2,Infusion Pump,Neurology,8,6,77.0,0
2026-02-22,2,Infusion Pump,Oncology,8,5,71.5,0
2026-02-22,2,Defibrillator,Oncology,2,0,39.8,0
2026-02-22,2,Defibrillator,Pediatrics,2,0,38.1,0
2026-02-22,2,Defibrillator,ICU,2,0,44.5,0
2026-02-22,2,Ultrasound,Emergency,1,0,72.8,0
2026-02-22,2,Ultrasound,Orthopedics,1,0,57.1,0
2026-02-22,2,Ultrasound,Pediatrics,1,0,59.0,0
2026-02-22,2,Ultrasound,General,1,0,43.9,0
2026-02-22,2,Ultrasound,ICU,1,0,62.1,0
2026-02-22,2,Ultrasound,Neurology,1,0,59.4,0
2026-02-22,2,Pulse Oximeter,Surgery,10,6,69.4,0
2026-02-22,2,Pulse Oximeter,Maternity,10,6,68.4,0
2026-02-22,2,Pulse Oximeter,Neurology,10,7,78.5,0
2026-02-22,2,Pulse Oximeter,Oncology,10,7,77.4,0
2026-02-22,2,Pulse Oximeter,ICU,10,7,72.5,0
2026-02-23,2,Ventilator,Oncology,3,2,71.5,0
2026-02-23,2,Ventilator,Cardiology,3,1,61.8,0
2026-02-23,2,Ventilator,Neurology,3,2,73.6,1
2026-02-23,2,ECG Monitor,Pediatrics,5,3,64.3,0
2026-02-23,2,ECG Monitor,ICU,5,3,63.1,0
2026-02-23,2,ECG Monitor,General,5,3,70.5,0
2026-02-23,2,ECG Monitor,Neurology,5,3,71.8,1
2026-02-23,2,ECG Monitor,Oncology,5,2,56.4,0
2026-02-23,2,ECG Monitor,Surgery,5,3,67.9,0
2026-02-23,2,Infusion Pump,Emergency,8,6,76.5,0
2026-02-23,2,Infusion Pump,Maternity,8,6,87.2,0
2026-02-23,2,Infusion Pump,Neurology,8,6,81.5,0
2026-02-23,2,Infusion Pump,ICU,8,6,77.3,0
2026-02-23,2,Defibrillator,Cardiology,2,0,37.2,0
2026-02-23,2,Defibrillator,Neurology,2,0,32.3,0
2026-02-23,2,Defibrillator,General,2,0,41.5,0
2026-02-23,2,Defibrillator,Surgery,2,0,43.1,0
2026-02-23,2,Defibrillator,Pediatrics,2,0,49.7,0
2026-02-23,2,Defibrillator,Orthopedics,2,0,34.5,0
2026-02-23,2,Ultrasound,Neurology,1,0,54.0,0
2026-02-23,2,Ultrasound,Emergency,1,0,54.5,0
2026-02-23,2,Ultrasound,ICU,1,0,72.5,0
2026-02-23,2,Ultrasound,Cardiology,1,0,63.2,0
2026-02-23,2,Ultrasound,General,1,0,63.6,0
2026-02-23,2,Ultrasound,Maternity,1,0,58.7,0
2026-02-23,2,Pulse Oximeter,Cardiology,10,7,73.5,0
2026-02-23,2,Pulse Oximeter,Neurology,10,6,62.8,0
2026-02-23,2,Pulse Oximeter,Emergency,10,7,78.2,0
2026-02-24,2,Ventilator,Oncology,3,1,61.9,0
2026-02-24,2,Ventilator,Orthopedics,3,1,63.6,0
2026-02-24,2,Ventilator,General,3,2,78.7,0
2026-02-24,2,Ventilator,Pediatrics,3,1,65.2,0
2026-02-24,2,ECG Monitor,Pediatrics,5,3,69.2,0
2026-02-24,2,ECG Monitor,Cardiology,5,3,70.2,0
2026-02-24,2,ECG Monitor,Neurology,5,3,78.3,0
2026-02-24,2,Infusion Pump,Surgery,8,6,83.6,0
2026-02-24,2,Infusion Pump,Maternity,8,5,74.5,0
2026-02-24,2,Infusion Pump,Emergency,8,6,85.8,0
2026-02-24,2,Defibrillator,Cardiology,2,0,47.5,0
2026-02-24,2,Defibrillator,Orthopedics,2,0,44.0,0
2026-02-24,2,Defibrillator,Maternity,2,0,39.2,0
2026-02-24,2,Defibrillator,Pediatrics,2,0,49.0,0
2026-02-24,2,Defibrillator,Neurology,2,0,36.6,0
2026-02-24,2,Defibrillator,ICU,2,0,44.4,0
2026-02-24,2,Ultrasound,ICU,1,0,59.4,0
2026-02-24,2,Ultrasound,Orthopedics,1,0,73.0,0
2026-02-24,2,Ultrasound,Surgery,1,0,54.6,0
2026-02-24,2,Ultrasound,Pediatrics,1,0,55.6,0
2026-02-24,2,Ultrasound,Oncology,1,0,57.9,0
2026-02-24,2,Ultrasound,Maternity,1,0,71.1,0
2026-02-24,2,Pulse Oximeter,Orthopedics,10,6,69.9,0
2026-02-24,2,Pulse Oximeter,Cardiology,10,6,67.9,0
2026-02-24,2,Pulse Oximeter,Maternity,10,8,83.5,0
2026-02-25,2,Ventilator,Maternity,3,1,66.3,0
2026-02-25,2,Ventilator,Surgery,3,2,69.8,0
2026-02-25,2,Ventilator,Pediatrics,3,2,88.3,1
2026-02-25,2,Ventilator,General,3,2,68.3,0
2026-02-25,2,Ventilator,Cardiology,3,1,59.2,1
2026-02-25,2,ECG Monitor,Oncology,5,3,64.6,0
2026-02-25,2,ECG Monitor,Emergency,5,2,55.5,0
2026-02-25,2,ECG Monitor,ICU,5,3,70.0,0
2026-02-25,2,ECG Monitor,Neurology,5,3,76.4,0
2026-02-25,2,ECG Monitor,Orthopedics,5,4,84.4,0
2026-02-25,2,ECG Monitor,General,5,3,67.5,0
2026-02-25,2,Infusion Pump,Surgery,8,5,65.8,1
2026-02-25,2,Infusion Pump,Emergency,8,6,75.3,0
2026-02-25,2,Infusion Pump,Cardiology,8,6,80.3,0
2026-02-25,2,Defibrillator,Maternity,2,0,27.4,0
2026-02-25,2,Defibrillator,Orthopedics,2,0,42.0,1
2026-02-25,2,Defibrillator,Cardiology,2,0,44.0,0
2026-02-25,2,Defibrillator,Pediatrics,2,0,37.6,0
2026-02-25,2,Defibrillator,Emergency,2,0,35.6,0
2026-02-25,2,Ultrasound,Surgery,1,0,63.1,0
2026-02-25,2,Ultrasound,Oncology,1,0,68.7,0
2026-02-25,2,Ultrasound,Orthopedics,1,0,62.8,0
2026-02-25,2,Ultrasound,General,1,0,56.2,0
2026-02-25,2,Pulse Oximeter,Emergency,10,6,65.7,0
2026-02-25,2,Pulse Oximeter,Oncology,10,7,72.1,0
2026-02-25,2,Pulse Oximeter,Maternity,10,6,63.4,0
2026-02-25,2,Pulse Oximeter,Cardiology,10,7,78.2,0
2026-02-25,2,Pulse Oximeter,Pediatrics,10,7,72.6,0
2026-02-26,2,Ventilator,Orthopedics,3,2,68.9,0
2026-02-26,2,Ventilator,ICU,3,2,73.5,0
2026-02-26,2,Ventilator,Pediatrics,3,2,69.8,0
2026-02-26,2,Ventilator,Neurology,3,1,66.4,0
2026-02-26,2,Ventilator,Emergency,3,2,78.3,0
2026-02-26,2,Ventilator,General,3,2,73.0,0
2026-02-26,2,ECG Monitor,Orthopedics,5,2,56.3,0
2026-02-26,2,ECG Monitor,Maternity,5,3,64.1,0
2026-02-26,2,ECG Monitor,Pediatrics,5,3,69.3,0
2026-02-26,2,Infusion Pump,ICU,8,6,83.2,0
2026-02-26,2,Infusion Pump,Orthopedics,8,6,75.6,0
2026-02-26,2,Infusion Pump,Oncology,8,5,64.3,0
2026-02-26,2,Defibrillator,Oncology,2,0,44.1,0
2026-02-26,2,Defibrillator,General,2,0,39.7,0
2026-02-26,2,Defibrillator,Maternity,2,0,49.7,1
2026-02-26,2,Defibrillator,Pediatrics,2,0,35.8,0
2026-02-26,2,Defibrillator,ICU,2,0,31.8,0
2026-02-26,2,Defibrillator,Cardiology,2,0,48.1,0
2026-02-26,2,Ultrasound,Cardiology,1,0,58.1,0
2026-02-26,2,Ultrasound,Orthopedics,1,0,59.0,0
2026-02-26,2,Ultrasound,Emergency,1,0,68.1,0
2026-02-26,2,Pulse Oximeter,Oncology,10,8,82.7,0
2026-02-26,2,Pulse Oximeter,Neurology,10,6,66.2,1
2026-02-26,2,Pulse Oximeter,Cardiology,10,8,86.1,0
2026-02-26,2,Pulse Oximeter,Orthopedics,10,6,66.0,0
2026-02-26,2,Pulse Oximeter,Emergency,10,8,82.1,0
2026-02-27,2,Ventilator,Maternity,3,2,75.9,0
2026-02-27,2,Ventilator,Neurology,3,2,84.5,0
2026-02-27,2,Ventilator,Surgery,3,1,66.7,0
2026-02-27,2,ECG Monitor,ICU,5,2,52.1,0
