date,month,day_of_week,department,total_beds,occupied,available,reserved,maintenance,occupancy_rate
2025-07-29,7,Tuesday,Emergency,30,20,10,0,0,66.9
2025-07-29,7,Tuesday,Pediatrics,25,17,8,0,0,68.3
2025-07-29,7,Tuesday,Maternity,20,13,7,0,0,67.4
2025-07-29,7,Tuesday,Surgery,15,10,5,0,0,66.9
2025-07-29,7,Tuesday,Cardiology,20,11,9,1,0,56.8
2025-07-29,7,Tuesday,Orthopedics,20,11,9,0,0,58.6
2025-07-29,7,Tuesday,Neurology,15,8,7,1,0,59.4
2025-07-29,7,Tuesday,Oncology,15,10,5,0,0,68.9
2025-07-30,7,Wednesday,ICU,20,12,8,0,0,60.6
2025-07-30,7,Wednesday,General,50,30,20,1,0,60.1
2025-07-30,7,Wednesday,Emergency,30,17,13,0,0,59.1
2025-07-30,7,Wednesday,Pediatrics,25,16,9,0,0,66.9
2025-07-30,7,Wednesday,Maternity,20,11,9,1,0,59.9
2025-07-30,7,Wednesday,Surgery,15,10,5,1,0,68.4
2025-07-30,7,Wednesday,Cardiology,20,12,8,1,0,62.3
2025-07-30,7,Wednesday,Orthopedics,20,11,9,0,0,57.6
2025-07-30,7,Wednesday,Neurology,15,9,6,0,0,66.3
2025-07-30,7,Wednesday,Oncology,15,9,6,0,0,63.8
2025-07-31,7,Thursday,ICU,20,12,8,1,0,60.5
2025-07-31,7,Thursday,General,50,31,19,0,0,63.7
2025-07-31,7,Thursday,Emergency,30,18,12,0,0,62.8
2025-07-31,7,Thursday,Pediatrics,25,16,9,0,0,64.4
2025-07-31,7,Thursday,Maternity,20,12,8,0,0,64.2
2025-07-31,7,Thursday,Surgery,15,9,6,1,0,64.7
2025-07-31,7,Thursday,Cardiology,20,12,8,1,0,63.6
2025-07-31,7,Thursday,Orthopedics,20,12,8,1,0,62.4
2025-07-31,7,Thursday,Neurology,15,9,6,0,0,65.1
2025-07-31,7,Thursday,Oncology,15,10,5,0,0,67.1
2025-08-01,8,Friday,ICU,20,13,7,1,0,68.7
2025-08-01,8,Friday,General,50,31,19,0,0,63.8
2025-08-01,8,Friday,Emergency,30,17,13,1,0,56.8
2025-08-01,8,Friday,Pediatrics,25,16,9,0,0,66.7
2025-08-01,8,Friday,Maternity,20,13,7,1,0,65.6
2025-08-01,8,Friday,Surgery,15,9,6,1,0,65.7
2025-08-01,8,Friday,Cardiology,20,11,9,1,0,58.4
2025-08-01,8,Friday,Orthopedics,20,11,9,0,0,58.2
2025-08-01,8,Friday,Neurology,15,8,7,0,0,59.4
2025-08-01,8,Friday,Oncology,15,10,5,0,0,66.9
2025-08-02,8,Saturday,ICU,20,11,9,1,0,56.8
2025-08-02,8,Saturday,General,50,29,21,1,0,58.3
2025-08-02,8,Saturday,Emergency,30,17,13,1,0,59.3
2025-08-02,8,Saturday,Pediatrics,25,16,9,1,0,67.4
2025-08-02,8,Saturday,Maternity,20,13,7,1,0,68.0
2025-08-02,8,Saturday,Surgery,15,8,7,1,0,57.2
2025-08-02,8,Saturday,Cardiology,20,12,8,0,0,62.6
2025-08-02,8,Saturday,Orthopedics,20,12,8,1,0,63.2
2025-08-02,8,Saturday,Neurology,15,9,6,1,0,60.7
2025-08-02,8,Saturday,Oncology,15,8,7,1,0,57.9
2025-08-03,8,Sunday,ICU,20,11,9,0,0,58.8
2025-08-03,8,Sunday,General,50,30,20,0,0,61.1
2025-08-03,8,Sunday,Emergency,30,17,13,1,0,58.3
2025-08-03,8,Sunday,Pediatrics,25,14,11,1,0,57.7
2025-08-03,8,Sunday,Maternity,20,13,7,0,0,68.1
2025-08-03,8,Sunday,Surgery,15,9,6,1,0,62.7
2025-08-03,8,Sunday,Cardiology,20,11,9,0,0,56.9
2025-08-03,8,Sunday,Orthopedics,20,11,9,1,0,57.0
2025-08-03,8,Sunday,Neurology,15,9,6,1,0,61.5
2025-08-03,8,Sunday,Oncology,15,9,6,0,0,63.1
2025-08-04,8,Monday,ICU,20,12,8,1,0,62.9
2025-08-04,8,Monday,General,50,32,18,1,0,65.7
2025-08-04,8,Monday,Emergency,30,19,11,1,0,66.5
2025-08-04,8,Monday,Pediatrics,25,15,10,1,0,60.1
2025-08-04,8,Monday,Maternity,20,11,9,1,0,58.3
2025-08-04,8,Monday,Surgery,15,9,6,1,0,63.6
2025-08-04,8,Monday,Cardiology,20,12,8,1,0,60.7
2025-08-04,8,Monday,Orthopedics,20,11,9,0,0,57.3
2025-08-04,8,Monday,Neurology,15,9,6,0,0,63.9
2025-08-04,8,Monday,Oncology,15,8,7,1,0,56.5
2025-08-05,8,Tuesday,ICU,20,13,7,0,0,67.8
2025-08-05,8,Tuesday,General,50,28,22,0,0,56.7
2025-08-05,8,Tuesday,Emergency,30,17,13,1,0,57.5
2025-08-05,8,Tuesday,Pediatrics,25,14,11,0,0,56.9
2025-08-05,8,Tuesday,Maternity,20,11,9,0,0,59.4
2025-08-05,8,Tuesday,Surgery,15,9,6,1,0,66.5
2025-08-05,8,Tuesday,Cardiology,20,11,9,1,0,57.2
2025-08-05,8,Tuesday,Orthopedics,20,13,7,0,0,67.8
2025-08-05,8,Tuesday,Neurology,15,9,6,1,0,61.4
2025-08-05,8,Tuesday,Oncology,15,8,7,1,0,58.3
2025-08-06,8,Wednesday,ICU,20,13,7,0,0,66.1
2025-08-06,8,Wednesday,General,50,30,20,1,0,61.5
2025-08-06,8,Wednesday,Emergency,30,19,11,0,0,64.2
2025-08-06,8,Wednesday,Pediatrics,25,15,10,0,0,61.5
2025-08-06,8,Wednesday,Maternity,20,13,7,0,0,66.8
2025-08-06,8,Wednesday,Surgery,15,8,7,1,0,59.7
2025-08-06,8,Wednesday,Cardiology,20,13,7,0,0,66.4
2025-08-06,8,Wednesday,Orthopedics,20,13,7,0,0,67.1
2025-08-06,8,Wednesday,Neurology,15,9,6,1,0,64.6
2025-08-06,8,Wednesday,Oncology,15,8,7,0,0,56.9
2025-08-07,8,Thursday,ICU,20,12,8,1,0,62.4
2025-08-07,8,Thursday,General,50,31,19,1,0,62.0
2025-08-07,8,Thursday,Emergency,30,20,10,0,0,67.6
2025-08-07,8,Thursday,Pediatrics,25,14,11,0,0,57.9
2025-08-07,8,Thursday,Maternity,20,13,7,0,0,67.8
2025-08-07,8,Thursday,Surgery,15,8,7,0,0,56.3
2025-08-07,8,Thursday,Cardiology,20,13,7,0,0,65.2
2025-08-07,8,Thursday,Orthopedics,20,11,9,0,0,58.1
2025-08-07,8,Thursday,Neurology,15,9,6,1,0,64.3
2025-08-07,8,Thursday,Oncology,15,9,6,1,0,62.7
2025-08-08,8,Friday,ICU,20,13,7,0,0,68.8
2025-08-08,8,Friday,General,50,30,20,1,0,61.8
2025-08-08,8,Friday,Emergency,30,18,12,0,0,60.8
2025-08-08,8,Friday,Pediatrics,25,16,9,1,0,67.5
2025-08-08,8,Friday,Maternity,20,12,8,1,0,61.9
2025-08-08,8,Friday,Surgery,15,9,6,0,0,61.5
2025-08-08,8,Friday,Cardiology,20,13,7,0,0,66.2
2025-08-08,8,Friday,Orthopedics,20,13,7,1,0,66.2
2025-08-08,8,Friday,Neurology,15,9,6,0,0,62.4
2025-08-08,8,Friday,Oncology,15,8,7,0,0,57.0
2025-08-09,8,Saturday,ICU,20,11,9,0,0,58.8
2025-08-09,8,Saturday,General,50,30,20,0,0,61.4
2025-08-09,8,Saturday,Emergency,30,18,12,1,0,60.5
2025-08-09,8,Saturday,Pediatrics,25,16,9,1,0,65.7
2025-08-09,8,Saturday,Maternity,20,11,9,1,0,59.8
2025-08-09,8,Saturday,Surgery,15,8,7,1,0,56.9
2025-08-09,8,Saturday,Cardiology,20,13,7,0,0,68.0
2025-08-09,8,Saturday,Orthopedics,20,13,7,1,0,66.5
2025-08-09,8,Saturday,Neurology,15,8,7,0,0,59.8
2025-08-09,8,Saturday,Oncology,15,9,6,0,0,63.7
2025-08-10,8,Sunday,ICU,20,13,7,0,0,66.3
2025-08-10,8,Sunday,General,50,29,21,1,0,59.7
2025-08-10,8,Sunday,Emergency,30,18,12,0,0,62.1
2025-08-10,8,Sunday,Pediatrics,25,14,11,0,0,59.1
2025-08-10,8,Sunday,Maternity,20,13,7,0,0,66.3
2025-08-10,8,Sunday,Surgery,15,9,6,0,0,65.3
2025-08-10,8,Sunday,Cardiology,20,12,8,0,0,62.8
2025-08-10,8,Sunday,Orthopedics,20,12,8,0,0,64.9
2025-08-10,8,Sunday,Neurology,15,8,7,1,0,56.9
2025-08-10,8,Sunday,Oncology,15,10,5,0,0,67.4
2025-08-11,8,Monday,ICU,20,11,9,1,0,57.3
2025-08-11,8,Monday,General,50,34,16,0,0,68.2
2025-08-11,8,Monday,Emergency,30,18,12,0,0,63.2
2025-08-11,8,Monday,Pediatrics,25,16,9,0,0,67.9
2025-08-11,8,Monday,Maternity,20,11,9,1,0,58.7
2025-08-11,8,Monday,Surgery,15,9,6,1,0,63.6
2025-08-11,8,Monday,Cardiology,20,13,7,0,0,65.7
2025-08-11,8,Monday,Orthopedics,20,12,8,0,0,62.3
2025-08-11,8,Monday,Neurology,15,8,7,0,0,58.9
2025-08-11,8,Monday,Oncology,15,8,7,1,0,56.9
2025-08-12,8,Tuesday,ICU,20,12,8,1,0,60.7
2025-08-12,8,Tuesday,General,50,30,20,1,0,61.1
2025-08-12,8,Tuesday,Emergency,30,17,13,1,0,59.9
2025-08-12,8,Tuesday,Pediatrics,25,14,11,0,0,59.0
2025-08-12,8,Tuesday,Maternity,20,13,7,0,0,68.9
2025-08-12,8,Tuesday,Surgery,15,9,6,0,0,66.5
2025-08-12,8,Tuesday,Cardiology,20,11,9,0,0,57.1
2025-08-12,8,Tuesday,Orthopedics,20,13,7,1,0,68.5
2025-08-12,8,Tuesday,Neurology,15,9,6,0,0,63.1
2025-08-12,8,Tuesday,Oncology,15,9,6,0,0,62.5
2025-08-13,8,Wednesday,ICU,20,13,7,0,0,68.6
2025-08-13,8,Wednesday,General,50,30,20,0,0,61.5
2025-08-13,8,Wednesday,Emergency,30,17,13,0,0,56.7
2025-08-13,8,Wednesday,Pediatrics,25,14,11,0,0,56.8
2025-08-13,8,Wednesday,Maternity,20,12,8,0,0,64.0
2025-08-13,8,Wednesday,Surgery,15,8,7,1,0,57.3
2025-08-13,8,Wednesday,Cardiology,20,13,7,1,0,66.1
2025-08-13,8,Wednesday,Orthopedics,20,12,8,0,0,63.3
2025-08-13,8,Wednesday,Neurology,15,9,6,0,0,63.8
2025-08-13,8,Wednesday,Oncology,15,10,5,1,0,68.4
2025-08-14,8,Thursday,ICU,20,12,8,0,0,63.0
2025-08-14,8,Thursday,General,50,29,21,0,0,59.5
2025-08-14,8,Thursday,Emergency,30,18,12,0,0,62.0
2025-08-14,8,Thursday,Pediatrics,25,16,9,0,0,66.8
2025-08-14,8,Thursday,Maternity,20,12,8,1,0,63.8
2025-08-14,8,Thursday,Surgery,15,9,6,1,0,66.4
2025-08-14,8,Thursday,Cardiology,20,12,8,1,0,61.6
2025-08-14,8,Thursday,Orthopedics,20,12,8,1,0,64.9
2025-08-14,8,Thursday,Neurology,15,9,6,1,0,64.0
2025-08-14,8,Thursday,Oncology,15,8,7,1,0,59.2
2025-08-15,8,Friday,ICU,20,11,9,1,0,56.3
2025-08-15,8,Friday,General,50,32,18,1,0,65.3
2025-08-15,8,Friday,Emergency,30,18,12,1,0,61.5
2025-08-15,8,Friday,Pediatrics,25,15,10,1,0,62.1
2025-08-15,8,Friday,Maternity,20,11,9,0,0,59.6
2025-08-15,8,Friday,Surgery,15,9,6,0,0,66.1
2025-08-15,8,Friday,Cardiology,20,11,9,1,0,58.5
2025-08-15,8,Friday,Orthopedics,20,12,8,0,0,60.2
2025-08-15,8,Friday,Neurology,15,9,6,0,0,65.2
2025-08-15,8,Friday,Oncology,15,8,7,0,0,57.1
2025-08-16,8,Saturday,ICU,20,13,7,1,0,65.2
2025-08-16,8,Saturday,General,50,30,20,0,0,61.6
2025-08-16,8,Saturday,Emergency,30,19,11,0,0,65.4
2025-08-16,8,Saturday,Pediatrics,25,17,8,0,0,69.1
2025-08-16,8,Saturday,Maternity,20,13,7,0,0,66.9
2025-08-16,8,Saturday,Surgery,15,9,6,0,0,63.4
2025-08-16,8,Saturday,Cardiology,20,12,8,0,0,61.9
2025-08-16,8,Saturday,Orthopedics,20,12,8,1,0,61.9
2025-08-16,8,Saturday,Neurology,15,9,6,0,0,62.7
2025-08-16,8,Saturday,Oncology,15,9,6,1,0,66.5
2025-08-17,8,Sunday,ICU,20,11,9,0,0,58.6
2025-08-17,8,Sunday,General,50,29,21,1,0,59.5
2025-08-17,8,Sunday,Emergency,30,18,12,1,0,62.5
2025-08-17,8,Sunday,Pediatrics,25,15,10,0,0,63.4
2025-08-17,8,Sunday,Maternity,20,13,7,1,0,67.7
2025-08-17,8,Sunday,Surgery,15,9,6,1,0,66.4
2025-08-17,8,Sunday,Cardiology,20,12,8,0,0,62.4
2025-08-17,8,Sunday,Orthopedics,20,11,9,0,0,57.9
2025-08-17,8,Sunday,Neurology,15,8,7,0,0,57.0
2025-08-17,8,Sunday,Oncology,15,9,6,0,0,66.4
2025-08-18,8,Monday,ICU,20,12,8,0,0,62.1
2025-08-18,8,Monday,General,50,34,16,0,0,68.6
2025-08-18,8,Monday,Emergency,30,19,11,1,0,64.1
2025-08-18,8,Monday,Pediatrics,25,16,9,0,0,66.6
2025-08-18,8,Monday,Maternity,20,11,9,0,0,59.5
2025-08-18,8,Monday,Surgery,15,8,7,0,0,56.6
2025-08-18,8,Monday,Cardiology,20,11,9,1,0,57.8
2025-08-18,8,Monday,Orthopedics,20,11,9,0,0,58.2
2025-08-18,8,Monday,Neurology,15,9,6,0,0,66.0
2025-08-18,8,Monday,Oncology,15,9,6,1,0,61.7
2025-08-19,8,Tuesday,ICU,20,11,9,1,0,58.9
2025-08-19,8,Tuesday,General,50,28,22,1,0,57.2
2025-08-19,8,Tuesday,Emergency,30,17,13,0,0,57.4
2025-08-19,8,Tuesday,Pediatrics,25,15,10,1,0,61.6
2025-08-19,8,Tuesday,Maternity,20,11,9,1,0,58.9
2025-08-19,8,Tuesday,Surgery,15,8,7,0,0,59.6
2025-08-19,8,Tuesday,Cardiology,20,12,8,1,0,60.4
2025-08-19,8,Tuesday,Orthopedics,20,13,7,0,0,69.0
2025-08-19,8,Tuesday,Neurology,15,9,6,1,0,66.5
2025-08-19,8,Tuesday,Oncology,15,9,6,0,0,64.7
2025-08-20,8,Wednesday,ICU,20,13,7,0,0,65.1
2025-08-20,8,Wednesday,General,50,34,16,0,0,68.8
2025-08-20,8,Wednesday,Emergency,30,20,10,1,0,67.0
2025-08-20,8,Wednesday,Pediatrics,25,14,11,0,0,59.1
2025-08-20,8,Wednesday,Maternity,20,11,9,1,0,56.9
2025-08-20,8,Wednesday,Surgery,15,9,6,0,0,61.1
2025-08-20,8,Wednesday,Cardiology,20,11,9,0,0,56.4
2025-08-20,8,Wednesday,Orthopedics,20,11,9,0,0,58.9
2025-08-20,8,Wednesday,Neurology,15,10,5,1,0,67.9
2025-08-20,8,Wednesday,Oncology,15,8,7,0,0,59.4
2025-08-21,8,Thursday,ICU,20,13,7,0,0,66.5
2025-08-21,8,Thursday,General,50,30,20,0,0,60.5
2025-08-21,8,Thursday,Emergency,30,18,12,1,0,62.7
2025-08-21,8,Thursday,Pediatrics,25,14,11,1,0,56.2
2025-08-21,8,Thursday,Maternity,20,13,7,1,0,66.5
2025-08-21,8,Thursday,Surgery,15,8,7,0,0,56.4
2025-08-21,8,Thursday,Cardiology,20,13,7,0,0,65.1
2025-08-21,8,Thursday,Orthopedics,20,11,9,1,0,58.4
2025-08-21,8,Thursday,Neurology,15,10,5,0,0,67.8
2025-08-21,8,Thursday,Oncology,15,8,7,1,0,59.2
2025-08-22,8,Friday,ICU,20,12,8,1,0,63.0
2025-08-22,8,Friday,General,50,33,17,1,0,67.6
2025-08-22,8,Friday,Emergency,30,17,13,0,0,58.0
2025-08-22,8,Friday,Pediatrics,25,14,11,1,0,56.6
2025-08-22,8,Friday,Maternity,20,12,8,0,0,60.8
2025-08-22,8,Friday,Surgery,15,10,5,1,0,67.8
2025-08-22,8,Friday,Cardiology,20,11,9,1,0,56.2
2025-08-22,8,Friday,Orthopedics,20,12,8,0,0,63.4
2025-08-22,8,Friday,Neurology,15,9,6,1,0,60.3
2025-08-22,8,Friday,Oncology,15,8,7,1,0,58.3
2025-08-23,8,Saturday,ICU,20,12,8,0,0,61.0
2025-08-23,8,Saturday,General,50,30,20,1,0,61.9
2025-08-23,8,Saturday,Emergency,30,19,11,1,0,63.8
2025-08-23,8,Saturday,Pediatrics,25,15,10,1,0,60.7
2025-08-23,8,Saturday,Maternity,20,13,7,1,0,66.0
2025-08-23,8,Saturday,Surgery,15,9,6,0,0,63.6
2025-08-23,8,Saturday,Cardiology,20,12,8,0,0,62.2
2025-08-23,8,Saturday,Orthopedics,20,12,8,0,0,61.0
2025-08-23,8,Saturday,Neurology,15,9,6,0,0,64.2
2025-08-23,8,Saturday,Oncology,15,10,5,1,0,67.5
2025-08-24,8,Sunday,ICU,20,13,7,1,0,67.0
2025-08-24,8,Sunday,General,50,33,17,0,0,66.9
2025-08-24,8,Sunday,Emergency,30,17,13,0,0,59.1
2025-08-24,8,Sunday,Pediatrics,25,14,11,0,0,57.4
2025-08-24,8,Sunday,Maternity,20,12,8,1,0,60.5
2025-08-24,8,Sunday,Surgery,15,9,6,0,0,64.9
2025-08-24,8,Sunday,Cardiology,20,11,9,1,0,59.4
2025-08-24,8,Sunday,Orthopedics,20,13,7,0,0,65.1
2025-08-24,8,Sunday,Neurology,15,9,6,1,0,63.3
2025-08-24,8,Sunday,Oncology,15,9,6,0,0,60.6
2025-08-25,8,Monday,ICU,20,13,7,0,0,66.1
2025-08-25,8,Monday,General,50,29,21,1,0,58.4
2025-08-25,8,Monday,Emergency,30,17,13,0,0,58.5
2025-08-25,8,Monday,Pediatrics,25,16,9,0,0,66.1
2025-08-25,8,Monday,Maternity,20,13,7,0,0,66.3
2025-08-25,8,Monday,Surgery,15,8,7,0,0,59.2
2025-08-25,8,Monday,Cardiology,20,11,9,0,0,57.9
2025-08-25,8,Monday,Orthopedics,20,13,7,1,0,69.0
2025-08-25,8,Monday,Neurology,15,9,6,1,0,60.1
2025-08-25,8,Monday,Oncology,15,9,6,1,0,60.8
2025-08-26,8,Tuesday,ICU,20,11,9,1,0,56.2
2025-08-26,8,Tuesday,General,50,30,20,1,0,60.6
2025-08-26,8,Tuesday,Emergency,30,17,13,1,0,57.3
2025-08-26,8,Tuesday,Pediatrics,25,16,9,1,0,65.0
2025-08-26,8,Tuesday,Maternity,20,11,9,1,0,60.0
2025-08-26,8,Tuesday,Surgery,15,9,6,1,0,60.1
2025-08-26,8,Tuesday,Cardiology,20,11,9,0,0,57.8
2025-08-26,8,Tuesday,Orthopedics,20,13,7,1,0,65.7
2025-08-26,8,Tuesday,Neurology,15,10,5,1,0,68.0
2025-08-26,8,Tuesday,Oncology,15,8,7,1,0,57.5
2025-08-27,8,Wednesday,ICU,20,12,8,0,0,62.3
2025-08-27,8,Wednesday,General,50,31,19,0,0,62.4
2025-08-27,8,Wednesday,Emergency,30,20,10,1,0,67.4
2025-08-27,8,Wednesday,Pediatrics,25,16,9,1,0,66.6
2025-08-27,8,Wednesday,Maternity,20,12,8,1,0,63.1
2025-08-27,8,Wednesday,Surgery,15,8,7,1,0,59.5
2025-08-27,8,Wednesday,Cardiology,20,12,8,1,0,60.1
2025-08-27,8,Wednesday,Orthopedics,20,13,7,1,0,65.4
2025-08-27,8,Wednesday,Neurology,15,8,7,0,0,57.8
2025-08-27,8,Wednesday,Oncology,15,9,6,1,0,64.0
2025-08-28,8,Thursday,ICU,20,13,7,0,0,67.0
2025-08-28,8,Thursday,General,50,31,19,0,0,62.6
2025-08-28,8,Thursday,Emergency,30,18,12,0,0,61.6
2025-08-28,8,Thursday,Pediatrics,25,14,11,0,0,58.4
2025-08-28,8,Thursday,Maternity,20,12,8,1,0,62.0
2025-08-28,8,Thursday,Surgery,15,9,6,1,0,62.4
2025-08-28,8,Thursday,Cardiology,20,11,9,0,0,57.3
2025-08-28,8,Thursday,Orthopedics,20,13,7,0,0,68.6
2025-08-28,8,Thursday,Neurology,15,9,6,0,0,65.7
2025-08-28,8,Thursday,Oncology,15,9,6,1,0,64.5
2025-08-29,8,Friday,ICU,20,13,7,1,0,67.2
2025-08-29,8,Friday,General,50,28,22,0,0,56.9
2025-08-29,8,Friday,Emergency,30,20,10,1,0,68.0
2025-08-29,8,Friday,Pediatrics,25,15,10,1,0,61.2
2025-08-29,8,Friday,Maternity,20,12,8,1,0,60.1
2025-08-29,8,Friday,Surgery,15,9,6,1,0,64.9
2025-08-29,8,Friday,Cardiology,20,11,9,1,0,58.6
2025-08-29,8,Friday,Orthopedics,20,12,8,1,0,63.0
2025-08-29,8,Friday,Neurology,15,8,7,1,0,57.2
2025-08-29,8,Friday,Oncology,15,8,7,1,0,57.4
2025-08-30,8,Saturday,ICU,20,13,7,0,0,66.1
2025-08-30,8,Saturday,General,50,28,22,0,0,57.5
2025-08-30,8,Saturday,Emergency,30,19,11,1,0,65.9
2025-08-30,8,Saturday,Pediatrics,25,16,9,1,0,64.4
2025-08-30,8,Saturday,Maternity,20,12,8,1,0,62.7
2025-08-30,8,Saturday,Surgery,15,10,5,0,0,68.7
2025-08-30,8,Saturday,Cardiology,20,13,7,1,0,66.8
2025-08-30,8,Saturday,Orthopedics,20,13,7,0,0,65.9
2025-08-30,8,Saturday,Neurology,15,9,6,0,0,61.2
2025-08-30,8,Saturday,Oncology,15,9,6,0,0,66.6
2025-08-31,8,Sunday,ICU,20,13,7,0,0,66.0
2025-08-31,8,Sunday,General,50,33,17,0,0,67.4
2025-08-31,8,Sunday,Emergency,30,17,13,0,0,57.7
2025-08-31,8,Sunday,Pediatrics,25,14,11,0,0,56.6
2025-08-31,8,Sunday,Maternity,20,13,7,1,0,69.0
2025-08-31,8,Sunday,Surgery,15,9,6,0,0,60.5
2025-08-31,8,Sunday,Cardiology,20,11,9,1,0,56.2
2025-08-31,8,Sunday,Orthopedics,20,12,8,1,0,64.7
2025-08-31,8,Sunday,Neurology,15,9,6,1,0,65.8
2025-08-31,8,Sunday,Oncology,15,8,7,1,0,59.5
2025-09-01,9,Monday,ICU,20,14,6,0,0,71.9
2025-09-01,9,Monday,General,50,39,11,0,0,78.8
2025-09-01,9,Monday,Emergency,30,20,10,1,0,67.7
2025-09-01,9,Monday,Pediatrics,25,17,8,1,0,70.8
2025-09-01,9,Monday,Maternity,20,15,5,0,0,78.6
2025-09-01,9,Monday,Surgery,15,10,5,0,0,67.7
2025-09-01,9,Monday,Cardiology,20,14,6,1,0,72.3
2025-09-01,9,Monday,Orthopedics,20,15,5,0,0,79.5
2025-09-01,9,Monday,Neurology,15,10,5,1,0,67.0
2025-09-01,9,Monday,Oncology,15,10,5,0,0,68.5
2025-09-02,9,Tuesday,ICU,20,15,5,1,0,75.9
2025-09-02,9,Tuesday,General,50,38,12,1,0,77.8
2025-09-02,9,Tuesday,Emergency,30,22,8,1,0,73.8
2025-09-02,9,Tuesday,Pediatrics,25,17,8,0,0,69.0
2025-09-02,9,Tuesday,Maternity,20,13,7,0,0,68.8
2025-09-02,9,Tuesday,Surgery,15,11,4,1,0,77.7
2025-09-02,9,Tuesday,Cardiology,20,15,5,1,0,78.3
2025-09-02,9,Tuesday,Orthopedics,20,14,6,0,0,72.8
2025-09-02,9,Tuesday,Neurology,15,11,4,0,0,79.6
2025-09-02,9,Tuesday,Oncology,15,11,4,0,0,73.5
2025-09-03,9,Wednesday,ICU,20,14,6,1,0,74.3
2025-09-03,9,Wednesday,General,50,35,15,1,0,70.6
2025-09-03,9,Wednesday,Emergency,30,22,8,1,0,74.2
2025-09-03,9,Wednesday,Pediatrics,25,19,6,0,0,76.5
2025-09-03,9,Wednesday,Maternity,20,14,6,1,0,70.8
2025-09-03,9,Wednesday,Surgery,15,11,4,1,0,77.5
2025-09-03,9,Wednesday,Cardiology,20,13,7,0,0,69.2
2025-09-03,9,Wednesday,Orthopedics,20,14,6,0,0,72.6
2025-09-03,9,Wednesday,Neurology,15,11,4,0,0,77.7
2025-09-03,9,Wednesday,Oncology,15,11,4,1,0,79.2
2025-09-04,9,Thursday,ICU,20,15,5,0,0,77.4
2025-09-04,9,Thursday,General,50,36,14,1,0,72.5
2025-09-04,9,Thursday,Emergency,30,22,8,0,0,75.8
2025-09-04,9,Thursday,Pediatrics,25,16,9,1,0,67.9
2025-09-04,9,Thursday,Maternity,20,14,6,1,0,71.9
2025-09-04,9,Thursday,Surgery,15,10,5,1,0,71.7
2025-09-04,9,Thursday,Cardiology,20,13,7,1,0,69.0
2025-09-04,9,Thursday,Orthopedics,20,13,7,0,0,68.9
2025-09-04,9,Thursday,Neurology,15,10,5,1,0,68.1
2025-09-04,9,Thursday,Oncology,15,11,4,0,0,73.8
2025-09-05,9,Friday,ICU,20,13,7,0,0,67.3
2025-09-05,9,Friday,General,50,36,14,1,0,72.9
2025-09-05,9,Friday,Emergency,30,22,8,1,0,73.9
2025-09-05,9,Friday,Pediatrics,25,17,8,1,0,71.5
2025-09-05,9,Friday,Maternity,20,15,5,0,0,78.3
2025-09-05,9,Friday,Surgery,15,11,4,1,0,79.9
2025-09-05,9,Friday,Cardiology,20,13,7,0,0,68.4
2025-09-05,9,Friday,Orthopedics,20,15,5,0,0,79.3
2025-09-05,9,Friday,Neurology,15,10,5,1,0,69.4
2025-09-05,9,Friday,Oncology,15,10,5,1,0,71.9
2025-09-06,9,Saturday,ICU,20,15,5,1,0,76.8
2025-09-06,9,Saturday,General,50,38,12,0,0,77.2
2025-09-06,9,Saturday,Emergency,30,23,7,1,0,79.8
2025-09-06,9,Saturday,Pediatrics,25,19,6,0,0,77.4
2025-09-06,9,Saturday,Maternity,20,15,5,1,0,76.1
2025-09-06,9,Saturday,Surgery,15,11,4,0,0,76.0
2025-09-06,9,Saturday,Cardiology,20,13,7,0,0,68.7
2025-09-06,9,Saturday,Orthopedics,20,13,7,1,0,67.0
2025-09-06,9,Saturday,Neurology,15,11,4,1,0,79.2
2025-09-06,9,Saturday,Oncology,15,11,4,1,0,78.9
2025-09-07,9,Sunday,ICU,20,14,6,0,0,71.3
2025-09-07,9,Sunday,General,50,35,15,1,0,71.6
2025-09-07,9,Sunday,Emergency,30,20,10,0,0,68.8
2025-09-07,9,Sunday,Pediatrics,25,18,7,1,0,74.7
2025-09-07,9,Sunday,Maternity,20,15,5,1,0,76.2
2025-09-07,9,Sunday,Surgery,15,11,4,0,0,74.6
2025-09-07,9,Sunday,Cardiology,20,14,6,0,0,74.0
2025-09-07,9,Sunday,Orthopedics,20,15,5,0,0,79.6
2025-09-07,9,Sunday,Neurology,15,11,4,1,0,78.6
2025-09-07,9,Sunday,Oncology,15,10,5,1,0,67.3
2025-09-08,9,Monday,ICU,20,14,6,0,0,72.1
2025-09-08,9,Monday,General,50,35,15,1,0,70.2
2025-09-08,9,Monday,Emergency,30,21,9,0,0,70.0
2025-09-08,9,Monday,Pediatrics,25,18,7,1,0,72.4
2025-09-08,9,Monday,Maternity,20,15,5,0,0,79.8
2025-09-08,9,Monday,Surgery,15,10,5,0,0,72.1
2025-09-08,9,Monday,Cardiology,20,14,6,1,0,71.5
2025-09-08,9,Monday,Orthopedics,20,15,5,1,0,78.1
2025-09-08,9,Monday,Neurology,15,11,4,1,0,75.4
2025-09-08,9,Monday,Oncology,15,10,5,0,0,67.5
2025-09-09,9,Tuesday,ICU,20,15,5,1,0,78.4
2025-09-09,9,Tuesday,General,50,33,17,1,0,68.0
2025-09-09,9,Tuesday,Emergency,30,21,9,0,0,70.8
